comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Ajk khala dakha Jotona Kosto payachelam ai post ar coment gula Amar Sob Kosto Dhuya Dca.Salman tor moto abal Jano Bangladesh Cup nawar Ag porjonto bacha thaka Amin????????,1,1,0,0,1,0
 comments arokom abal Manuser ovab nai jara kicu lekte paruk r na paruk love and respect from bollam na ajob khota koy banggali I mean akta khota bujuk r na bujuk love and respect Birok to keu jodi kicu bolte cau amar khota ta vaiba boila jayo naki tomi o love and respect ????,1,0,0,0,0,0
Amar shathe shojashoji na kothai bole amar bepar e kotha bole'.,0,0,0,0,0,0
Salman vai friendly ekta ktha bolte chai. Apnk niye miyedr ato chukaney kenu janen. Bcz apnk sobai kace pite chai sobao jealous r ty ato chukany uthca  jar jonno control  na pere sobai kisu na kisu bolei jacca jenu tader sukh ta at list mete.. Bro u r the legend.  Worldwide legendary boy????????????Luv u...,1,0,0,0,0,0
Bhai tumi toh dekhi star plus er naika. ghorer bhitore sheje guje ghum jaw. Oh! abar juta pore o ghumaw.,0,0,0,0,0,0
No problem vaiya... Ami tmke akta suggestion dei tmi sanju hindi movie ta akbar valo Kore dekben..  Manus ar kharp time jai???? abr valo time o ashe ??????so tmi just ignore koro dekba tmke niye jara kharp kotha legse tara tmke niye abr valo kotha legbe..,0,0,0,0,0,0
 Experience ache bolei right hobe emon kono kotha nei,0,0,0,0,0,0
"Bhai, Bangladesh eh parents der upor diye kichu bollei beyadobi hoye Jai. My mom always tells me ,“Manush er shamne baba ma ke choto korte hoyna”  where as shey nijei amader manush er shamne embarrass kore. Mane nije jeita korbe shetai thik. My mom believes in “Manush ki bolbe..” and also has the attitude of “Manush er shathe tomar jorana” ...... Jai toh koi Jai ami ??",0,0,0,0,0,0
tmr kace amr English prvt prte hbe??,0,0,0,0,0,0
"Manuser gala gali khawar voye,, ekon bangla post na kore,, english a post kortcee    :-D tmi ki mone koro manus kicu bujenah !! ",0,0,0,0,0,0
Baba ma k bujano jay na asob.. Tara boro..r boroboroder kotha sunte hoy..baba ma k kosto dile pap hobe..etc.. Agular jonnoi keu right tao akon bole na..,0,0,0,0,0,0
 Jani j..  haters ra.. taw.. Haha dibe...??????..,1,0,0,0,0,0
"Vai kisu bujhlm na  Apnader prblm ki  Salman Mohammad Muqtadir er obhodro prem release korer por kotto kisu bollen...  Bangladesh e kotto kharap kharap video song ,movie release hoy  Oi gula ki apndr chok e pore na??????",1,0,0,0,0,0
"Haters go codone baca jaccena,  r a atoi jokhon jole boss re jokhon tolerate korte paros na tahole bos ar page asos kn??hoga mara dibar jonne?jottosob abaler team  Boss is boss??",1,1,1,0,1,0
"  are parents der sthe onnoder compare korben,omuker baba ata pare,omuker ma ota pare,omukra to kotipoti,tomar bondhu to america thake,omuker 10ta flat.  Equal-Equal",0,0,0,0,0,0
bhaiya. tmi ekmatro j amadr moto koste thaka kisor dr bepar a kota bolo jara poti din bullying er sikr hoi #thank_u,0,0,0,0,0,0
"""Jeidin baccha hobe sheidin bujhba parenting ki""-??",0,0,0,0,0,0
Atodin a akta juktiwala ktha sunlam tar theke??,0,0,0,0,0,0
"HSC pass korte 22 bar  xm diya,,aber English marai,,,falto,",1,0,0,0,1,0
Always keno majhraat a apnr bigar uthe ???,1,1,0,0,1,0
Bhai ami ekta kotha koi Shankar bus stand er picher goli te van niya boshe bhai matro 20 tk egula kan huday tk khoroch koren oi tk diya meye potaite parben Toh,0,0,0,0,0,0
Ghumao na keno broh? ghumao jao.,0,0,0,0,0,0
Vaiya Chattgram theke Dhaka ashche Akta wish niye seta holo apnr sathe dekha... Please vai aktu bollen nah Apnr sathe kothay dekha hbbe? And believe me ami apnr video tkhn theke dekhi jkhn theke apni video make koren! Vai Please vaiva Deikkhen!,0,0,0,0,0,0
"vai nude video thukku new video joldi char, jate amra aro moja nite pari r ha ha react dite pari?????? (lope u jessia????) lope from Uganda",1,0,1,0,0,0
Er jonnoi ami apnr post e comment korina ..cz ato comment porte porte r haha react dite dite phn e charge ses hoye jay. ...jiboner jhuki nia charge diyew Ami apnr post dekhi ...sudhu haha react dibo bole ??????????,0,0,0,0,0,0
2 Jon eksate Liton er plate gele dus Na.laganir por saira gele seleder dus.val tokon lagaite dew keno . comment E. Paltu meyeder comment dekle mon Chao.??????????,1,0,1,0,0,0
Bangali r jai hok 1971 er muktijudho er kta vule geleo tmr kta kintu kkhno vulte parbena ato mohan salman????,1,0,0,0,0,1
Hawker market ee available koita lagbe 150 taka kore ?,0,0,0,0,0,0
Toke diye jodi T-shirt r modeling kore sei T-shirt ki cholbe.....???,0,0,0,0,0,0
Bai plzz new video den,0,0,0,0,0,0
Tmr baal a ami agun lagiye dsilam Vaya ????,1,1,0,0,0,0
 juliye rakhbo na sathe sathei acpt hobe??,0,0,0,0,0,0
Jara Galagali kortechen Tra nijer Tao Aktu Vabe dakhun??,0,0,0,0,0,0
New Market e pawa jai 200tk dia er theke bhalo quality??,0,0,0,0,0,0
Dekho faltumi chere dao  Valo hoye jao  Ar hea ai t-shirt ?? jassia k dao or jama kapor ar ovab or upokar hobe ...,0,0,0,0,0,0
Price of these tees?M size available? Vaiya tmr post er comment gula na dekhle bojhaay jaay na je Bangladesher oligolite jotto sob bosti ar 3rd class polapan ekhono ache..Odeer ektai dukkho ora tmr porjaye kokhono reach korte parbe na??And you have enough humor & great mentality to handle these shits?? Love you?,1,0,0,0,0,0
01867417276..ata amr number..20 tk recharge kre dao tw??,0,0,0,0,0,0
"Ato kisu korar ki drkr bonani footpat a van garite niya boslei paros, baicha lon khali 100",0,0,0,0,0,0
ki ekta obosta.tmder asholei kam kaj nai eisob comment koira j ki moja pao tmra allah e jane ekta mnusher piche emne porar kono manei nai tmdr deklee to mone hoy morar ag porjonto o jdi salman post dei tmra eisob faul comment korva.kaore like na korle mnush aro oi jinish ignore kore bt tmra to pichei poira acho. Nothing to say??,0,0,0,0,0,0
Jessikar huga cato.Judi akta pad marto tokhon ki hoito ami tw atai vebe pai na..,1,1,1,0,1,0
80 taka goosebumps from ODC (Opposite of Dhaka College) market,0,0,0,0,0,0
Tahmina Achal vaiii kalke theke amr choke shudhu ekhn oitay vashtese. :v,0,0,0,0,0,0
Video banano bad diya akhn ganjjir bebssa dorsso kn??,1,1,0,0,0,0
Chaad Dekha committee may be tomake dekhei Eid confirm korse ??,0,0,0,0,0,0
"ai j amake dekhe??...ami jantam,amar post dekhar por j tmih post korba amake niye...lukaiya lukaiya stalk koro na?eto valobasha lukaia raikha lav ki bollei paro???? Btw Eid mubarak",0,0,0,0,0,0
Amr tmr hair style akdom pochondo na ??tumr hair deke  1st vbsilm tumi amr dada vai ??trpor deki tumi soloman ??muqta,1,0,0,0,0,0
"Hoteo pare, Kalker chadta o matchstick er moto shukna chilo, Plus just kichukkhoner jonno esechilo.. ",0,0,0,0,0,0
Bahire ki salman ber htee parena???????????? jessia ki akhono gate a et niye daray ase?,0,0,0,0,0,0
abal marka ?,1,0,0,0,0,0
bainc**d,1,1,0,0,1,0
sara boschor panjabir add kore last pojjontho Jakat er panjabi diye Eid korla???,0,0,0,0,0,0
Baire gele to manus juta pita korbe accha basae pic tule ei up dei ??????,0,0,0,0,0,0
Tumi r jesssica naki ek ei background ea pic tulco? Meme ea deklam!! Confirm korte tmader wall ea aslam! Paro o baap natok korte!,0,0,0,0,0,0
 vai ami tmr page following dia rakchi sudu comment gula porar jonno.. Tmio poiro vai ??,0,0,0,0,0,0
Ami e ak matro manus? J ai abal er abal marka post er comment dekhe binodon newar jonno ai page a like dya rakhsi? ??,1,0,0,0,1,0
 jokhon AIUB er perform dekhchilam thokhon theke . ?????,0,0,0,0,0,0
"Sobai roja ache, jar jonno ei prothom tomar post er commente keu gali dicche na!!! ????",1,0,0,0,0,0
  Hoo..ovodro prem to comedy chilo:-),0,0,0,0,0,0
Salman vi amr kase apnr banano porn video ovodro prem ache......????viral kore debo?,1,0,1,0,0,0
Onno Keo Shuntesi Bro Onk Xoss. But Offline Download Hosse na??,0,0,0,0,0,0
 (onno keo.)..??????..mone dhorce song ta akdomm.... Amar moto tomai ato valobashbe ke bolo??????,0,0,0,0,0,0
Krittim Upohar Dibe Ki shopne!?kokhono Ki Icche kore Jete Oronne!?Amar sathe Adhar rate ekaki Hat dhore!!?(ei part ta best Lagche amar kache????????),0,0,0,0,0,0
"tor jiboner shob cheye boro vul hoise erokom baal saal gaan release kora, wanna be jotto shob tora, tora shob gulai same, ektu fame pailei nijeder k mon a koros Leonardo Di Caprio ar George Michael, jotto shob baal saal ??????",1,1,0,0,1,0
"Bro Tahsin bhaia abar ata nieo na shuru koren.... Jai hok,I will always support you! EID MUBARAK! ??",0,0,0,0,0,0
"namaj ta poira ashi,tarpor gali dimu",1,0,0,0,0,0
Aro veshi veshi video aplode koren  inshalla apnar Subscribe bere jabe ami duya kori baiya apnei best you tuber,0,0,0,0,0,0
Tora amakei boycott korte paros nai arong ke Ki boycott Korbi.,0,0,0,0,0,0
"Oneker comment e onek like asche ... Amare keu like, love diben ektu please ....",0,0,0,0,0,0
" Ei jara boycott boycott kortese, aarong jdi 30% sale dey shbar age orai jabe.",0,0,0,0,0,0
"Salman bhai,amar kache khobor ache. Tomar DOHS er bashay, jeta Avenue 1 er 149 number house, oikhane naki eid er din duita nengtu meye pregnant hoye dhuke bolbe tmi oder baba ??.  Ektu shabdhane theko bhaia.  Love you ?",0,0,0,0,0,0
"Nijer sathe arong k tulona koro? Arong o brand arong theke sobai kena kata kore,Tumi o ki brand?tomake o ki sobai kine??",0,0,0,0,0,0
Autistic der upor doya Kore keu boycott Kore nah! Kintu ekhn tomr sobai khilli uraabe ??,1,0,0,0,0,0
R ek madarchod ??????...tor j follower komsilo vhuila gesos shala maiakhor...,1,1,0,0,1,0
Tomare boykot korle moja pabe manush kmne.  Binodon er jnno raikha dise jonogon bojhonai baperta ??,0,0,0,0,0,0
Gaan ta sunsi Eng subtitle dia Valoi lage,0,0,0,0,0,0
Akhon o khelte ichaa kore,0,0,0,0,0,0
Ai games khalar jonno mar hate onek mar kaise,0,0,0,0,0,0
Koto ha mar hate mar khaysi AI game kate Gia...,0,0,0,0,0,0
1 coin dia game over korte partam amra 2 ta bondu. Ki din silo. Amader game er dokane dukte dito na bolto amader jonno onno ra chance paye na khelar ??,0,0,0,0,0,0
Amar shob friend ra games er dokane khelle o ami kokhono games er dokane khelinai  ami sobsomoy amar computer ai kheltam ai games er kotha kokhono vulbo na ??,0,0,0,0,0,0
"Coin thakle r kono kothai chilio nah, suja chole jetam games er dokane.......",0,0,0,0,0,0
"Koto khelcima....??  Khub miss kori,,, akn ar aisob game sob jaigai dekha jaina..kicudin pore ta o thakbe na??",0,0,0,0,0,0
game ta onk valo lagto...khelte. onk dure akta dukan a giye kheltam....??,0,0,0,0,0,0
Akhon o khelte ichaa kore,0,0,0,0,0,0
Kto class j miss krsi atar jnno.,0,0,0,0,0,0
Orey kotto mair khaichi ei game er jonno ??,0,0,0,0,0,0
Onk moja chilo re,0,0,0,0,0,0
AshIk Ibai mama col kalkei abar khelum..,0,0,0,0,0,0
1 conin a game see kortam ses dike....,0,0,0,0,0,0
kicu mone pore re??,0,0,0,0,0,0
Age to world cup a ettogulo match hoto na so evabe bola thik hbe na..,0,0,0,0,0,0
Khub sundor.... Inspiration pelam,0,0,0,0,0,0
Kina koreche,0,0,0,0,0,0
Moja pailam...,0,0,0,0,0,0
hmm,0,0,0,0,0,0
Aha ki record ?,1,0,0,0,0,0
Hopper er mrittu ta chara sobb e valo lagchee...i can't take this????,0,0,0,0,0,0
"1st and 2nd season er sathe compare korle this season is bit weak,though I loved it..",0,0,0,0,0,0
Bangla onubad kora boi ter name keu bolban plz.,0,0,0,0,0,0
You tube e dekha jay na,0,0,0,0,0,0
Enader moto manushkai bola hoi mohamanush.ashun emon manoshikata amrao toiri kori.amar salam ebong sroddha roilo mohamanushtir jonno.,0,0,0,0,0,0
Amader deshy amon onek bhalo manush achen jara kono prochar charai desher jonno nivritay nirobay kaj koray Jan. Tader jonno kono media Lagay na .,0,0,0,0,0,0
Ai road tar nam unar name kore din. So ppl will inspire to do good to others,0,0,0,0,0,0
"Gach kete rasta barano valo kaj na..tar cheye e rastar pas die ar ekti rasta banano uchit.. Vanga sojoj, gora kothin",0,0,0,0,0,0
Satti a Saab loke prokito gayani a deer puthigoto bidya nei kintu o nar modhye jaa gayan aache taa aanek bidya dhari der choke angul diye dhekhiye  debe. Salute .,0,0,0,0,0,0
Allah onake behes nosib koruk amin,0,0,0,0,0,0
"Kub valo laglo,allaha unake jannat dan koruk",0,0,0,0,0,0
Siro unnoto momo shir jajakallah khair,0,0,0,0,0,0
Eteo loke haha duyeche.... Erporeo era jante chay j amra keno tader gali debo na...,1,0,0,0,1,0
Surah mulk er sesh ayat tir kotha mone pore gelo??,0,0,0,0,0,0
"Problem kothay? Tader ""go-mutro"" ache na?",1,0,0,0,1,0
Kanglu der k abar bolchi jadi India khete na pai torau na kheye morbi etuku jene rakh emni toder hazar hazar Rohinga ache jegulo toder garam rakter aabhisap goru kheye katobar pregnant Kore dicchis nijera bujhte parchis na tarpar India jau help kare seatau pabina,1,1,0,0,1,1
Beshi beshi IPL Khela.....,1,0,0,0,0,0
Ata indiar paper fol bcz tista barage farakka barage aro choto boro bivinno barrage die nodir savabik probaho bondho korese India jar fole Bangladesher nodigulo sukie gase. R prokitir biporite gale aksomoi prokreti rude hoe uthbei,1,0,0,0,0,0
Haha Voss chagol bangali k abeg beche nomination nia bina vote e MP hoye hoye boshe ase..  Tora khele mor... r khela dekhe mor..:V Voch er kisher hotasha..?!?,1,0,0,0,1,0
Ai team roshid khan koi,0,0,0,0,0,0
"Ekok natok ""eki kando, fuchka bilash, ei borshay, somudro bilash, choitro diner gaan, habolonger bajar, badol diner prothom kodom ful"" onnotom. R dharabahik natok eisob dinratri, kothao kew nei, ure jay bokpokkhi, bohubrihi, nokkhotrer raat"" onnotom.",0,0,0,0,0,0
Eid er din sondha 7 tae channel i..,0,0,0,0,0,0
"Legend director o legend writer,ai rokom nir matha r bangladesh a asbe na.",0,0,0,0,0,0
"ami amar hsc level er suru thekei humayun ahmed er uponnash dhorei boi pora suru koresilam..ek durbar akorson amake tene rakhto....sei theke 90% boi amar kase ase...notun boi, puraton boi er dokan theke boi songro kortam..boi mela er jonno wait kortam kobe asbe.......",0,0,0,0,0,0
Konta kobta bolben,0,0,0,0,0,0
Wow joss ekta natok recent e dekha. Hyse 3rd time...,0,0,0,0,0,0
thanks...chester ke niye likhar jnno Kintu aro likhte parten,0,0,0,0,0,0
Or Gan Shuney English Music shuna shuru...Ekono Shuni... Shune Jabo sarajibon,0,0,0,0,0,0
murkho ra onk kisu bolei troll kore question ta holo next generation er jonno ki rekhe jacci amra,1,0,0,0,1,0
Crime patrol e dekhechhi onl aage,0,0,0,0,0,0
Khub valo lage apnader ai page ta,0,0,0,0,0,0
ora poshu,1,0,0,0,0,0
aborjona somudre fele pani dusito korbe na bolei ato kom manus nia rouna hoecilo tai somudrer pani ato soccho ,0,0,0,0,0,0
"Vaggo khub marattok jinish... Vaggor jonno e aj apni biliioniar..  Onek sohoj sorol manush dekhsi jara akdom choto theke  onek sompod er malik hoise... Jekhane haat dise Shona folse...!  Abar khub challu educated manush o dekhsi, family assets o rokkha korte pare nai.....!! Jai korse dhora khaise...",0,0,0,0,0,0
"Ami manbo na. Inshaallah, Allahor nam niye Amio start korbo nij hate vaggo gorar kaj",0,0,0,0,0,0
Bastob,0,0,0,0,0,0
tar bhagai ta ke bivinna dike niye chalana karese pritiva may bhaga niye janma grahan karese.,0,0,0,0,0,0
Sobhan Allah,0,0,0,0,0,0
onek valo legeche,0,0,0,0,0,0
Emonta na... Tobe mone hoyjeno vibor hoye thaki,0,0,0,0,0,0
Sobi ta osadharon chilo...,0,0,0,0,0,0
Godor bagagor eta kono bangla sobdo noe.  Uchcaron nie tokatuki na kore tottho dea ucit. Erokom sobdo amar moto onekeri jana nei.karon bosoto ami data use korte parsina tai ei grouper vetore ki ase ami janina. Tobe tottho thakle ditam,0,0,0,0,0,0
sotyi bolte ki...ei group er post gulo amr khub valo lage....post gulo sab durdanto..unique. ....information e poripurno...  thank u so much Roar...from an Indian..asa rakhci aro valo valo post pabo...,0,0,0,0,0,0
Koi pailen aisob,0,0,0,0,0,0
"Ekhane ebar kichu lok chole ashbe kono ekta dhormer lokera sobai bhalo, dhowa tulshipata ar bakira sob kafer proman korte...",1,0,0,0,0,1
Japanese oi meye jodi English er kono baal nai bujhe tahle movie ta bujhlo kamne!,1,0,0,0,0,0
Ahare.. .  mobailer vitor jani kottto manus atke pran harachchilo!!!! Tai...,1,0,0,0,0,0
Bah,0,0,0,0,0,0
Onar beton koto?,0,0,0,0,0,0
Ak lak take phon  beton pan koto,0,0,0,0,0,0
"4/5 jon montri,mp morle govt. seriously nibe bole asha kora jai!!!!!",1,0,0,0,0,0
ki koiba kou,0,0,0,0,0,0
United State er neighbour na.bujte hoba,1,0,0,0,0,0
Ha ha ha,0,0,0,0,0,0
"gontai 6 ti bibaho bicched gotse saudi arabe, ei kothata je bolse se holo kukur.",1,1,0,0,1,0
"ghontay 6 ta talak dey jemon, ghontay 6 ta biye o kore halar pu arobra.....",1,1,0,0,1,1
Allah sojjo korar khomota den.Amin.,0,0,0,0,0,0
amra vekar sayly  holam kori musa marey kitha taka rujgar kortham ni eta kinthu amader jonno dukko jonok..,1,0,0,0,0,0
Apni 500 joma den 120tk dibo.,0,0,0,0,0,0
Tamim er uchit notun der ke sujog daoa,0,0,0,0,0,0
dot baba ajke onek run korese dekhi,1,0,0,0,0,0
"Eto olpo somoyer exhibition? Aro ektu beshidin hole valo hoto, jete partam.",0,0,0,0,0,0
Balo oddog,0,0,0,0,0,0
allah tumi jannat nosib karo. Amin,0,0,0,0,0,0
tader atter sorgo prapti hok....,0,0,0,0,0,0
Amin,0,0,0,0,0,0
Ghurte gele polapner hush thake na j ki korbe!,0,0,0,0,0,0
ata impossible corruption,0,0,0,0,0,0
Je jemne paren kheye nen  amara shudo dekbo khichui Bolbo na,1,0,0,0,0,0
Bnp hisu kora dislo mona hoi,1,0,0,0,1,0
Belashe zion obvosto manuser jaill zion kostokor jar protefolon cheaharay futea otea. tarupor sea akjon bridho o oshusto nare bonde zebon kahel to hoben.,0,0,0,0,0,0
madam ke chinar ki drkr,0,0,0,0,0,0
Arshad uncle nai.....takle onake  hoyto  long drive nie jeto,1,0,0,0,0,0
Fuckrul kakoo apni chintey pareychen toh....,1,0,0,0,0,0
Kanglu ra ja abar bas kha6a sai dika karo khail a6a.nagin dance ??,1,0,0,0,1,1
Bonnai tho desh vaisha galo,0,0,0,0,0,0
"Babsa to apni valoi bojan, kinto chamchami apnar manai na.",1,0,0,0,0,0
Churita shish she bolta lojje lage mittha badie,1,0,0,0,1,0
Ai kotha shunte....last 11 years sick & tired hoye giyeche desh er public.,1,0,0,0,0,0
Position ki nijerai banan ?,1,0,0,0,0,0
"R churir vtorew top e ,,",1,0,0,0,0,0
Tai na,0,0,0,0,0,0
Ki vabe korbo bole dile valo hoto,0,0,0,0,0,0
Amr ki korte pari,0,0,0,0,0,0
ASOLAI ODER MOTO BASSA DER KNO KOBOR DITA HOBA . ODER ARO KISER PORICOTO KNO KORTA HOBA. TAR CA AKJON VALO GONI MANUSER SOMPORKA LIKON TAHOLA TADER SOMPORKA MANUSH JANA opoker hota parba,1,1,1,0,1,0
prothom alo apnar news dekhe apnake best reporter er award dite mon chai...keep it up??,1,0,0,0,0,0
ato taka pailo.kotha  theke? mone.hai koti takar asset.Bashai ase,0,0,0,0,0,0
Akjon prodhan bicarpotir aye porinoti  Vabte abak lage,0,0,0,0,0,0
dustoo loktaa gujob coraccha. accha amader boydi kothai Shelter chaibaa???,1,0,0,0,0,0
Ekjon prodhan bicharpotir eirokom  haal hole sadharon Hinduder obostha bojha jai...,1,0,0,0,0,0
Trump er kase Jan dada,0,0,0,0,0,0
Kon channel e khela dekha jay?,0,0,0,0,0,0
Mahmud ulla captan takle balo hoto... tamimer jaygay anamul hok taka usit,0,0,0,0,0,0
Tamim er uchit masrafir poth dora,1,0,0,0,0,0
"Je doler planner rai immatured, se dol theke r ki asha korben....amra ekhono Forhad Reza, Shafiul e pore achi. So asha na kore khela dekhai bondho kore disi",1,0,0,0,0,0
Hala re jibone captain dite chai ni.but ajk khade pore captain paice,1,1,0,0,1,0
Sir sabbir ke captain dete parto,1,0,0,0,0,0
tamim 12 ran tody,0,0,0,0,0,0
Mothertost baler captain,1,1,1,0,1,0
Inna Lillahe Wa Inna Ilahe Razee'un,0,0,0,0,0,0
InshAllah,0,0,0,0,0,0
Allahu Akbar,0,0,0,0,0,0
ho,0,0,0,0,0,0
tnx,0,0,0,0,0,0
Sabbir ke 3 number position dekte chai,0,0,0,0,0,0
Khela suru koi tai???,0,0,0,0,0,0
Santo vai super star boller,0,0,0,0,0,0
Je Kno Somoy Marattok Bcz Kamor dele Rehai 9,0,0,0,0,0,0
Aedes mosha gula 'World War Z' movie taar zombie gular moto virus chorachche... difference gula hoilo mosha gular chorano dengue virus æ infected victim er theke onno keo infected hochche na... shudhu mosha gulai disease chorachche,0,0,0,0,0,0
Ato kosto manuser r dekhte essa kre na,0,0,0,0,0,0
Ki pas lage,0,0,0,0,0,0
joni awamiliger lok niyog pabe taka diye,1,0,0,0,0,0
Bhi 4/5 dia ar betor ki hat ar postuti sombob.....R khali jaigai postuti nele Corporation ar prob ta kothai. Faltu news,0,0,0,0,0,0
salara sob chuder vai 2 dine ke akta hat ar prostuti somvob kompokhe 10 din lage,1,1,1,0,1,0
Afghanistan a pathway ditay hobay,1,0,0,0,0,0
"Khasi gula to Bimanei khaice, bimane ghumaice, office  korca kokhon?  Bosti banaye felece. 2472 ta ticket Ekhon niyece. Hala dalali korca, business korca.",1,1,0,0,1,0
Private company k diye den sob problem solve hoye jabe In Shaa Allah,0,0,0,0,0,0
Voi passi too,1,0,0,0,0,0
Ei sob na kore...jara mosar ousud dey tara ousud bahire bikri kore... kerasin tel mare...eta kheyal koren...ami nijhe dhorsi....,0,0,0,0,0,0
Ta toe health minister ei korlo....  ???,1,0,0,0,0,0
Ya ALLAH Tumi amder sobai k ei mohamari theke hefajot koro,0,0,0,0,0,0
Pathetic...... Allah maf koro amer basa te ekta mosa o nai,1,0,0,0,0,0
Mosalig er kaj dekhen,1,0,0,0,0,0
breking news ei matro ekta dengu amare kamre palaise,1,0,0,0,0,0
Ate BNP r kaj,1,0,0,0,0,0
Murko jokon news reporter hoi  Tokon amon headline Kore,1,0,0,0,1,0
Vlo  cilo--,0,0,0,0,0,0
Kuranke buke akre dhoro allahor sahazo partona koro sontanke kuran shikha dou soitani sikha bad dou thole posibale inshallah,0,0,0,0,0,0
ALLAHr Ain Bastobayon koren.,0,0,0,0,0,0
EI BANI OPOR EMAN THAAKLY SHANTI SHANTI.......!,0,0,0,0,0,0
Islam rate vote curi somporka ki bolsa aktu bolben.,0,0,0,0,0,0
